ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Altura,Cruce,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
2018-0134,1,2018-12-12,2018,12,12,2023-12-01 21:00:00,1970-01-01 00:00:00.000000021,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,"2201, Avenida La Plata, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1263, Argentina",CASEROS AV.,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO
2018-0135,1,2018-12-18,2018,12,18,,1970-01-01 00:00:00.000000014,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,"Starbucks, 601, Avenida Belgrano, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1092, Argentina",PERU,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0136,1,2018-12-18,2018,12,18,2023-12-01 15:42:00,1970-01-01 00:00:00.000000015,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,7013.0,"7009, Avenida Rivadavia, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GMA, Argentina",RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0137,1,2018-12-18,2018,12,18,,1970-01-01 00:00:00.000000020,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO","1299, Adolfo Alsina, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1088, Argentina",SANTIAGO DEL ESTERO,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0138,1,2018-12-21,2018,12,21,2023-12-01 09:30:00,1970-01-01 00:00:00.000000009,Bermudez 1893,CALLE,BERMUDEZ,1893.0,"Maximiliano, Álvarez Jonte, Monte Castro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407GPB, Argentina",BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2018-0139,1,2018-12-22,2018,12,22,2023-12-01 06:30:00,1970-01-01 00:00:00.000000006,Santander 1974,CALLE,SANTANDER,1974.0,"1976, Santander, Barrio Coreano, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GZB, Argentina",SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO
2018-0140,1,2018-12-22,2018,12,22,,1970-01-01 00:00:00.000000008,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,1400.0,"1400, Julieta Lanteri, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1107CHG, Argentina",LANTERI JULIETA 1400,1,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO
2018-0141,1,2018-12-22,2018,12,22,,1970-01-01 00:00:00.000000017,Maza y Av. Independencia,AVENIDA,MAZA,"801, Maza, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1230, Argentina",INDEPENDENCIA AV.,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO
2018-0142,1,2018-12-25,2018,12,25,2023-12-01 13:30:00,1970-01-01 00:00:00.000000013,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.",5172.0,"Avenida General Paz, Barrio Albarellos, Villa Pueyrredón, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, B1650KLB, Argentina","PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS
2018-0143,1,2018-12-29,2018,12,29,2023-12-01 05:25:00,1970-01-01 00:00:00.000000005,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,"402, Avenida Olivera, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407GZJ, Argentina","ALBERDI, JUAN BAUTISTA AV.","OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO
2019-0001,1,2019-01-08,2019,1,8,,1970-01-01 00:00:00.000000008,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.","Paseo del Bajo, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1104AMT, Argentina",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,MOTO-CARGAS,MOTO,CARGAS
2019-0002,1,2019-01-09,2019,1,9,,1970-01-01 00:00:00.000000004,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,"Avenida Lafuente, Bajo Flores, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1407, Argentina","MORENO, PERITO AV.","CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS
2019-0003,1,2019-01-12,2019,1,12,,1970-01-01 00:00:00.000000008,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,"Metrobús San Martín, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419HTH, Argentina",TERRADA,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO
2019-0004,1,2019-01-14,2019,1,14,,1970-01-01 00:00:00.000000019,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.","4302, Avenida Eva Perón, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina",MEDINA,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS
2019-0005,1,2019-01-19,2019,1,19,,1970-01-01 00:00:00.000000012,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.","Avenida Juan Bautista Justo, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AKW, Argentina",ALVAREZ JONTE AV.,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS
2019-0006,1,2019-01-23,2019,1,23,,1970-01-01 00:00:00.000000005,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",4650.0,"Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1426COA, Argentina","OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO
2019-0007,1,2019-01-26,2019,1,26,,1970-01-01 00:00:00.000000019,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME","200, Yatay, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1184, Argentina",YATAY,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.6107166,MOTO-AUTO,MOTO,AUTO
2019-0008,1,2019-01-30,2019,1,30,,1970-01-01 00:00:00.000000022,"PAZ, GRAL. AV. 16080",GRAL PAZ,"PAZ, GRAL. AV.",16080.0,"16088, Avenida General Paz, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, 1772, Argentina","PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE
2019-0009,1,2019-01-31,2019,1,31,,1970-01-01 00:00:00.000000014,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,"699, Avenida San Juan, San Telmo, Buenos Aires, Distrito de Las Artes, Comuna 1, Ciudad Autónoma de Buenos Aires, 1147, Argentina",SAN JUAN AV.,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO
2019-0010,2,2019-02-02,2019,2,2,,1970-01-01 00:00:00.000000007,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,4100.0,"Campo Argentino de Polo, Las Cañitas, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1426BSD, Argentina",DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
2019-0011,1,2019-02-10,2019,2,10,,1970-01-01 00:00:00.000000001,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,"PAZ, GRAL. AV.","2, Avenida Brigadier General Juan Manuel de Rosas, Lomas del Mirador, Partido de La Matanza, Buenos Aires, 1752, Argentina","ALBERDI, JUAN BAUTISTA AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.5183993,-34.66252488,PEATON-AUTO,PEATON,AUTO
2019-0012,1,2019-02-17,2019,2,17,,1970-01-01 00:00:00.000000003,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,"4000, Timoteo Gordillo, Villa 15 - Ciudad Oculta, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439ATC, Argentina","GORDILLO, TIMOTEO","CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO
2019-0013,1,2019-02-20,2019,2,20,,1970-01-01 00:00:00.000000007,SALVIGNY Y MOM,CALLE,SALVIGNY,"1602, Salvigny, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406COB, Argentina",MOM,SALVIGNY y MOM,7,-58.4338383,-34.64457699,PEATON-AUTO,PEATON,AUTO
2019-0014,1,2019-02-20,2019,2,20,,1970-01-01 00:00:00.000000017,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",5402.0,"3623, Bazurco, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1004AAJ, Argentina","LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0015,1,2019-02-23,2019,2,23,,1970-01-01 00:00:00.000000006,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,5638.0,"5610, Avenida San Martín, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419HTH, Argentina",SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0016,1,2019-02-24,2019,2,24,,1970-01-01 00:00:00.000000002,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.","Doctor Enrique Finochietto, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1283AAN, Argentina",FINOCHIETTO ENRIQUE DR.,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0017,1,2019-03-03,2019,3,3,,1970-01-01 00:00:00.000000007,MEXICO Y PICHINCHA,CALLE,MEXICO,"601, Pichincha, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1082, Argentina",PICHINCHA,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS
2019-0018,1,2019-03-03,2019,3,3,,1970-01-01 00:00:00.000000023,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","Puente Ángel Labruna, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1424BCL, Argentina","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO
2019-0019,1,2019-03-06,2019,3,6,,1970-01-01 00:00:00.000000012,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,6326.0,"6322, Avenida Del Libertador, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ABC, Argentina",DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO
2019-0020,1,2019-03-07,2019,3,7,,1970-01-01 00:00:00.000000021,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,3444.0,"3438, Avenida Chiclana, Boedo, Buenos Aires, Distrito Tecnológico, Comuna 5, Ciudad Autónoma de Buenos Aires, C1260ACO, Argentina",CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO
2019-0021,1,2019-03-15,2019,3,15,,1970-01-01 00:00:00.000000022,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,"100, Avenida Boyacá, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GLH, Argentina",YERBAL,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO
2019-0022,1,2019-03-15,2019,3,15,1900-01-02 00:00:00,1970-01-01 00:00:00.000000000,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,ENTRE RIOS AV.,1260.0,"Autopista 25 de Mayo, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1148, Argentina",ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD
2019-0023,1,2019-03-16,2019,3,16,,1970-01-01 00:00:00.000000008,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,"PAZ, GRAL. AV.","10402, Avenida General Paz, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408ABQ, Argentina","JACQUES, AMADEO","PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,1970-01-01 00:00:00.000000007,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,1325.0,"2308, Mayor Arturo Luisoni, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1104ACH, Argentina",ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS
2019-0025,1,2019-03-22,2019,3,22,,1970-01-01 00:00:00.000000013,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME","3399, Bartolomé Mitre, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1201AAO, Argentina",SANCHEZ DE BUSTAMANTE,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO
2019-0026,1,2019-03-28,2019,3,28,,1970-01-01 00:00:00.000000007,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","Avenida General Paz, Villa Riachuelo, Villa Celina, Distrito del Deporte, Partido de La Matanza, Buenos Aires, 1772, Argentina","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0027,1,2019-03-28,2019,3,28,,1970-01-01 00:00:00.000000011,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,"2301, Avenida Santa Fe, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1123AAF, Argentina",AZCUENAGA,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE
2019-0028,1,2019-04-06,2019,4,6,,1970-01-01 00:00:00.000000009,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.","Metrobus Juan Bautista Justo, Villa General Mitre, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416DJW, Argentina","ORO?O, NICASIO","JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0029,1,2019-04-07,2019,4,7,,1970-01-01 00:00:00.000000010,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","Avenida General Paz, Villa Riachuelo, Villa Celina, Distrito del Deporte, Partido de La Matanza, Buenos Aires, 1772, Argentina","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0030,1,2019-04-09,2019,4,9,,1970-01-01 00:00:00.000000016,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.","1702, Yerbal, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GLF, Argentina",YERBAL,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS
2019-0031,1,2019-04-12,2019,4,12,,1970-01-01 00:00:00.000000019,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"800, Avenida Eduardo Madero, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1054AAN, Argentina","MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0032,1,2019-04-16,2019,4,16,,1970-01-01 00:00:00.000000011,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,"1599, Camarones, Villa General Mitre, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416ACS, Argentina","ALVAREZ, DONATO, TTE. GRAL. AV.","CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO
2019-0033,1,2019-04-18,2019,4,18,,1970-01-01 00:00:00.000000001,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,AUTOPISTA 25 DE MAYO,"Avenida Ingeniero Huergo, Puerto Madero, Buenos Aires, Distrito de Las Artes, Comuna 1, Ciudad Autónoma de Buenos Aires, C1063ADN, Argentina","HUERGO, ING. AV.","AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD
2019-0034,1,2019-04-21,2019,4,21,,1970-01-01 00:00:00.000000009,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",3050.0,"Club de médicos municipales, Balbastro, Flores, Buenos Aires, Distrito del Deporte, Comuna 7, Ciudad Autónoma de Buenos Aires, C1407, Argentina","MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0035,1,2019-04-23,2019,4,23,,1970-01-01 00:00:00.000000014,SUIPACHA 665,CALLE,SUIPACHA,665.0,"Gobierno de la Ciudad De Buenos Aires, Suipacha, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1054AAH, Argentina",SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA
2019-0036,1,2019-04-26,2019,4,26,,1970-01-01 00:00:00.000000022,RIGLOS Y FORMOSA,CALLE,RIGLOS,"250, Riglos, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424CCL, Argentina",FORMOSA,RIGLOS y FORMOSA,6,-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO
2019-0037,1,2019-05-01,2019,5,1,,1970-01-01 00:00:00.000000023,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,"802, La Rioja, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1221, Argentina",INDEPENDENCIA AV.,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO
2019-0038,1,2019-05-04,2019,5,4,,1970-01-01 00:00:00.000000014,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.","Avenida Guillermo Udaondo, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429BMC, Argentina","FIGUEROA ALCORTA, PRES. AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO
2019-0039,1,2019-05-09,2019,5,9,,1970-01-01 00:00:00.000000003,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,"402, Avenida San Pedrito, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406EZN, Argentina",DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO
2019-0040,1,2019-05-09,2019,5,9,,1970-01-01 00:00:00.000000012,PUAN Y SANTANDER,CALLE,PUAN,"1400, Puan, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina",SANTANDER,PUAN y SANTANDER,7,-58.4426358,-34.63679732,MOTO-SD,MOTO,SD
2019-0041,1,2019-05-11,2019,5,11,,1970-01-01 00:00:00.000000020,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","1920, Andalgalá, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ABH, Argentina",ANDALGALA,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE
2019-0042,1,2019-05-14,2019,5,14,,1970-01-01 00:00:00.000000015,LIMA Y CONSTITUCION,CALLE,LIMA,"Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1153, Argentina",CONSTITUCION,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0043,1,2019-05-21,2019,5,21,,1970-01-01 00:00:00.000000009,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"800, Avenida Eduardo Madero, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1054AAN, Argentina","MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0044,1,2019-05-27,2019,5,27,,1970-01-01 00:00:00.000000012,BOEDO AV. 650,AVENIDA,BOEDO AV.,650.0,"Jardín de Infantes Integral 08/06° Maria Angela Schiavoni de López, Avenida Boedo, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1218, Argentina",BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO
2019-0045,1,2019-06-03,2019,6,3,,1970-01-01 00:00:00.000000007,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,"3199, República de la India, Palermo Botánico, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FAB, Argentina",REPUBLICA DE LA INDIA,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS
2019-0046,1,2019-06-04,2019,6,4,,1970-01-01 00:00:00.000000009,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.","La Nueva Esquina 7, 7, Avenida Maipú, Vicente López, Partido de Vicente López, Buenos Aires, B1638, Argentina",CABILDO AV.,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO
2019-0047,1,2019-06-06,2019,6,6,,1970-01-01 00:00:00.000000010,CASEROS AV. 1700,AVENIDA,CASEROS AV.,1700.0,"1696, Avenida Caseros, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1280AEB, Argentina",CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS
2019-0048,1,2019-06-07,2019,6,7,,1970-01-01 00:00:00.000000007,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,1548.0,"397, Olegario V. Andrade, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406GLE, Argentina",AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS
2019-0049,1,2019-06-08,2019,6,8,,1970-01-01 00:00:00.000000009,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,"2499, Mendoza, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AAQ, Argentina",MENDOZA,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS
2019-0050,1,2019-06-08,2019,6,8,,1970-01-01 00:00:00.000000023,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO","1402, Jerónimo Salguero, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, 1425, Argentina",HONDURAS AV.,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS
2019-0051,1,2019-06-11,2019,6,11,,1970-01-01 00:00:00.000000010,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS","801, Olavarría, La Boca, Buenos Aires, Distrito de Las Artes, Comuna 4, Ciudad Autónoma de Buenos Aires, C1160ABM, Argentina",OLAVARRIA,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO
2019-0053,1,2019-06-14,2019,6,14,,1970-01-01 00:00:00.000000017,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,"Avenida Asturias, Parque Avellaneda, Buenos Aires, Distrito del Deporte, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407IVT, Argentina",CASTA?ARES AV.,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO
